Jobkey,Jobtitle,Company,City,State,Country,FormattedLocation,Date,Snippet,URL,Latitude,Longitude,FormattedRelativeTime
0ec98c277824b1a5,Data Scientist,NinthDecimal,Mountain View,CA,US,"Mountain View, CA","Sat, 10 Jun 2017 06:54:27 GMT","As NinthDecimal continues to advance its position as a leader in Measurement, Insights and Analytics for Marketing and Advertising industry, it’s crucial to...",http://www.indeed.com/viewjob?jk=0ec98c277824b1a5&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.384617,-122.08242,1 day ago
d8eec5bc733a034c,Data Scientist,Tapjoy,San Francisco,CA,US,"San Francisco, CA","Mon, 05 Jun 2017 14:27:31 GMT","Strong understanding of Algorithms, Data Structures and Machine Learning / Data Mining. Position Title - Data Scientist....",http://www.indeed.com/viewjob?jk=d8eec5bc733a034c&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.78976,-122.40253,5 days ago
7b8e12fc0a0e9bc2,Data Scientist,Tinder,Palo Alto,CA,US,"Palo Alto, CA","Thu, 08 Jun 2017 00:22:06 GMT","Comprehensive health coverage, competitive salary, 401(k) match and meaningful equity. We’re looking for incredibly passionate data people who live, breathe,...",http://www.indeed.com/viewjob?jk=7b8e12fc0a0e9bc2&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.43956,-122.14286,3 days ago
033639b5f6d0a390,Data Scientist,Blend Labs,San Francisco,CA,US,"San Francisco, CA","Wed, 24 May 2017 19:39:37 GMT","Our ideal Data Scientist has experience working in SQL, is familiar with Python or R, and understands statistics....",http://www.indeed.com/viewjob?jk=033639b5f6d0a390&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.776352,-122.41416,17 days ago
4559bc68efb85d8d,Product Data Analyst,Twitter,San Francisco,CA,US,"San Francisco, CA","Wed, 24 May 2017 10:06:06 GMT","Strong proficiency with SQL, some experience with scripting languages such as Python or R, and data visualization....",http://www.indeed.com/viewjob?jk=4559bc68efb85d8d&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.77629,-122.416245,18 days ago
6e45124a242f853f,Data Scientist 1,Stanford University,Stanford,CA,US,"Stanford, CA","Thu, 25 May 2017 08:55:50 GMT","Researches, develops, and optimizes predictive models using data science, machine learning, and statistical inference techniques for advanced analytics across...",http://www.indeed.com/viewjob?jk=6e45124a242f853f&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.428974,-122.17601,17 days ago
455f7baf065ee174,Data Scientist,LendingHome,San Francisco,CA,US,"San Francisco, CA","Sun, 04 Jun 2017 02:56:26 GMT","Build production grade machine learning pipelines and data products that solve critical, complex problems and deliver business value....",http://www.indeed.com/viewjob?jk=455f7baf065ee174&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.774727,-122.41758,7 days ago
f05600d63106bbb8,Python Data Engineer,SymphonyRM,Palo Alto,CA,US,"Palo Alto, CA","Fri, 19 May 2017 02:40:39 GMT","Perform analysis on a variety of data sets to discover new insights, help clients understand trends in key metrics, and answer questions with data....",http://www.indeed.com/viewjob?jk=f05600d63106bbb8&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.43956,-122.14286,23 days ago
983701ff32259a84,Data Scientist,ClearMotion,San Francisco,CA,US,"San Francisco, CA","Fri, 02 Jun 2017 10:38:14 GMT",ClearMotion is hiring research and development scientists to design solutions and prototype machine learning techniques to push the capability of our system....,http://www.indeed.com/viewjob?jk=983701ff32259a84&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.774727,-122.41758,9 days ago
56560d55e2a43d3f,Decision Scientist,Facebook,Menlo Park,CA,US,"Menlo Park, CA","Fri, 02 Jun 2017 05:52:15 GMT","Design and implement reporting dashboards that track key metrics and performance trends, and provide actionable insights to marketing leadership....",http://www.indeed.com/viewjob?jk=56560d55e2a43d3f&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.453297,-122.18132,9 days ago
dd4e8c6cab812123,Data Scientist,Thumbtack,San Francisco,CA,US,"San Francisco, CA","Sat, 18 Mar 2017 05:50:30 GMT","We're looking for data scientists with deep expertise in statistics, machine learning, optimization, and/or building data products....",http://www.indeed.com/viewjob?jk=dd4e8c6cab812123&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PF99BKVcs3YfEl1HphPQYJB7XKvyGDlDJRpJoTJTWNcyY-NBrtZ2x99bPdJFLyL7RQrettf90mDkASKSfa4mZ&indpubnum=3864921654995829&atk=1bibehgdd1fac25k,37.774727,-122.41758,30+ days ago
