Jobkey,Jobtitle,City,State,Country,FormattedLocation,Date,Snippet,URL,Latitude,Longitude,FormattedRelativeTime
91e64c854919e3d7,Data Scientist,Bangalore,KA,IN,"Bangalore, Karnataka","Tue, 21 Mar 2017 11:48:54 GMT","In the role of Data Scientist you will:. As a Data Scientist, you will be part of a cross-disciplinary modeling &amp; data science team on commercially-facing...",http://www.indeed.co.in/viewjob?jk=91e64c854919e3d7&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,20 days ago
5426018deebb71e4,Data Scientist,Bangalore,KA,IN,"Bangalore, Karnataka","Mon, 27 Mar 2017 19:55:39 GMT","Big Data Tools:. Conducts advanced data analysis and designs custom algorithms. As a Data scientist in the GTS business unit, you will be key in driving...",http://www.indeed.co.in/viewjob?jk=5426018deebb71e4&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,14 days ago
9a810205c40f8f29,Data Scientist,Bangalore,KA,IN,"Bangalore, Karnataka","Sat, 08 Apr 2017 04:39:32 GMT","Experience in applying everything from logistic regression to more advanced methods like random forest, gradient boosting and deep neural nets to real problems...",http://www.indeed.co.in/viewjob?jk=9a810205c40f8f29&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,3 days ago
4f7082bfbecedab4,Engineering Manager - Data Scientist,Bangalore,KA,IN,"Bangalore, Karnataka","Tue, 11 Apr 2017 01:27:01 GMT",Involvein big data technologies and prototype solutions to improve our data processingand analytics architecture....,http://www.indeed.co.in/viewjob?jk=4f7082bfbecedab4&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,8 hours ago
baade6602f6ea9a3,Data & Applied Scientist II,Bangalore,KA,IN,"Bangalore, Karnataka","Thu, 06 Apr 2017 09:34:40 GMT","The problem space encompasses some of the biggest and most challenges problems in Computer Science (Machine Learning, Data Mining, Scalable algorithms),...",http://www.indeed.co.in/viewjob?jk=baade6602f6ea9a3&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,4 days ago
3074a76c043dbd41,Data Scientist,Bangalore,KA,IN,"Bangalore, Karnataka","Wed, 29 Mar 2017 05:24:17 GMT","Strong background in Natural Language Processing with Python,Create language models from text data. These language models draw heavily from:....",http://www.indeed.co.in/viewjob?jk=3074a76c043dbd41&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,13 days ago
7142dfb20cde264d,Data Scientist (IoT Manufacturing),Bangalore,KA,IN,"Bangalore, Karnataka","Fri, 07 Apr 2017 10:15:13 GMT",Ability to model data to identify patterns and outliers in the data. Should have expertise in data visualization....,http://www.indeed.co.in/viewjob?jk=7142dfb20cde264d&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,3 days ago
b9fea3ce0a464d91,Data Scientist (IoT Manufacturing),Bangalore,KA,IN,"Bangalore, Karnataka","Fri, 07 Apr 2017 09:47:22 GMT",Ability to model data to identify patterns and outliers in the data. Should have expertise in data visualization....,http://www.indeed.co.in/viewjob?jk=b9fea3ce0a464d91&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,3 days ago
a669444e7c10df2f,Data Scientist,Bangalore,KA,IN,"Bangalore, Karnataka","Thu, 06 Apr 2017 10:31:15 GMT",Be a data enthusiast and a data skeptic; Have fun while driving innovation through data by challenging the status quo in education and learning and providing...,http://www.indeed.co.in/viewjob?jk=a669444e7c10df2f&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,4 days ago
71f89200e0425516,Senior Research Engineer/Data Scientist Bangalore,Bangalore,KA,IN,"Bangalore, Karnataka","Tue, 21 Mar 2017 21:49:50 GMT",Senior Research Engineer / Data Scientist. We are looking for passionate and self-driven research engineers/ data scientists to join our Bangalore centre....,http://www.indeed.co.in/viewjob?jk=71f89200e0425516&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1JbppTQ7DE48nYCUBHzuTPYY1k_spzDy634IJUb1GDFAkt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bde5prflbs238i2,12.975275,77.5989,20 days ago
