Jobkey,Jobtitle,Company,City,State,Country,FormattedLocation,Date,Snippet,URL,Latitude,Longitude,FormattedRelativeTime
4de2111954f317a6,Data Scientist - Analytics & Machine Learning,Morgan Stanley,Bangalore,KA,IN,"Bangalore, Karnataka","Tue, 30 May 2017 14:59:45 GMT",We are seeking a Data Scientist with expertise in uncovering insights and identifying patterns with background in Data Technologies....,http://www.indeed.co.in/viewjob?jk=4de2111954f317a6&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,11 days ago
76010cd188a34a65,Applied Scientist,ADSIPL - Karnataka,Bangalore,KA,IN,"Bangalore, Karnataka","Tue, 06 Jun 2017 23:43:39 GMT","Strong grasp of machine learning, data mining and data analytics techniques. Mentor other scientists and engineers in the use of ML techniques....",http://www.indeed.co.in/viewjob?jk=76010cd188a34a65&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,4 days ago
746cf20e9753bf3c,Data Scientist,AIG,Bangalore,KA,IN,"Bangalore, Karnataka","Fri, 09 Jun 2017 12:08:08 GMT"," Demonstrated ability to effectively interpret data and modeling results, distill actionable insights and present them to stakeholders....",http://www.indeed.co.in/viewjob?jk=746cf20e9753bf3c&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,1 day ago
d8e3fd92cbf28bba,Quant - Data Scientist,State Street,Bangalore,KA,IN,"Bangalore, Karnataka","Thu, 08 Jun 2017 16:27:37 GMT",Our information technology team is looking for a data scientist to support our quantitative investment research efforts....,http://www.indeed.co.in/viewjob?jk=d8e3fd92cbf28bba&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,2 days ago
7f6b59f6ec184366,Big Data/Data Scientist/Hadoop,State Street,Bangalore,KA,IN,"Bangalore, Karnataka","Thu, 01 Jun 2017 10:22:23 GMT","About State Street Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and...",http://www.indeed.co.in/viewjob?jk=7f6b59f6ec184366&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,10 days ago
de9556b650411a13,Data Scientist,Société Générale,Bangalore,KA,IN,"Bangalore, Karnataka","Wed, 31 May 2017 14:47:46 GMT","Develop, process, cleanse and enhance data collection procedures from multiple data sources. Prior experience with data visualization tools, such as D3.js,...",http://www.indeed.co.in/viewjob?jk=de9556b650411a13&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,10 days ago
ee2820b09e76a0e5,Risk Management Data Scientist,HP,Bangalore,KA,IN,"Bangalore, Karnataka","Thu, 02 Mar 2017 12:34:48 GMT","If you are our Risk Management Data Scientist in Bangalore, India, you will have a chance to Responsibilities Collaborates with partner risk management teams to...",http://www.indeed.co.in/viewjob?jk=ee2820b09e76a0e5&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,30+ days ago
f60482db32922299,Data Engineer,General Electric,Bangalore,KA,IN,"Bangalore, Karnataka","Wed, 07 Jun 2017 10:33:35 GMT","Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data...",http://www.indeed.co.in/viewjob?jk=f60482db32922299&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,4 days ago
34f5279de66d71fd,Data & Applied Scientist,Microsoft,Bangalore,KA,IN,"Bangalore, Karnataka","Fri, 19 May 2017 07:10:14 GMT","You will design, implement, analyze and tune complex algorithms and ML models operating on large datasets in collaboration with top scientists and engineers...",http://www.indeed.co.in/viewjob?jk=34f5279de66d71fd&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,12.975275,77.5989,23 days ago
d76ca5097e54fc61,"Data Scientist II, Tech",Uber,Carmelaram,KA,IN,"Carmelaram, Karnataka","Wed, 19 Apr 2017 06:05:35 GMT",The Data Scientist - International Growth role will provide data expertise as we drive towards deepening growth and enhancing engagement specifically in our...,http://www.indeed.co.in/viewjob?jk=d76ca5097e54fc61&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8PCP6B8fPC9ODKPOMXNEK1sYqRsknA1OHoC4gcXBWq0FPC-Gs-1CIYQdMgtEENXx8kt0LCVy_rQinuMfW47e_m&indpubnum=3864921654995829&atk=1bibet25n1fs51c2,13.049451,77.15934,30+ days ago
